,N,Посада,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Ще студент,Рівень англійської,Дата заповнення,User.Agent,exp,current_job_exp,salary,Мова програмування
1809,1810,Software Engineer,4,4,1500,500,Одеса,до 50 осіб,Стартап,чоловіча,30,Вища,False,Pre-intermediate (нище середнього),12/06/2017 23:44:57,"Mozilla/5.0 (Linux; Android 4.4.4; M353 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4.0,4.0,1500,PHP
1810,1811,Software Engineer,4,0.25,2100,500,Харків,до 50 осіб,Аутсорсингова,чоловіча,25,Вища,False,Intermediate (середній),12/06/2017 23:45:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.25,2100,Java
1812,1813,Junior Software Engineer,1,менше 3 місяців,1000,650,Київ,до 50 осіб,Продуктова,чоловіча,23,Вища,True,Intermediate (середній),12/06/2017 23:45:43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,0.0,1000,Java
1813,1814,Senior Software Engineer,5,1.5,2880,200,Дніпро,до 50 осіб,Продуктова,чоловіча,23,Технікум / Коледж,False,Intermediate (середній),12/06/2017 23:46:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,1.5,2880,PHP
1818,1819,Software Engineer,2,менше 3 місяців,1600,650,Львів,до 10 осіб,Аутсорсингова,чоловіча,21,Неповна Вища,True,Upper-Intermediate (вище середнього),12/06/2017 23:53:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",2.0,0.0,1600,Java
1819,1820,Junior Software Engineer,1,1,1000,700,Київ,до 200 осіб,Продуктова,чоловіча,21,Вища,False,Pre-intermediate (нище середнього),12/06/2017 23:54:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,1000,Objective-C
1820,1821,Senior Software Engineer,3,0.5,3200,300,Київ,до 50 осіб,Аутстафінгова,чоловіча,36,Дві вищих,False,Upper-Intermediate (вище середнього),12/06/2017 23:54:40,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J700H Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",3.0,0.5,3200,Java
1821,1822,Software Engineer,5,1.5,2450,140,Харків,до 1000 осіб,Аутсорсингова,чоловіча,24,Вища,False,Advanced (просунутий),12/06/2017 23:55:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,1.5,2450,C#/.NET
1824,1825,Senior Software Engineer,7,0.25,2850,850,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,28,Вища,False,Intermediate (середній),12/06/2017 23:58:56,"Mozilla/5.0 (Linux; Android 7.0; SM-A710F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",7.0,0.25,2850,SQL
1825,1826,Software Engineer,2,менше 3 місяців,2000,1300,Київ,до 200 осіб,Аутсорсингова,чоловіча,21,Вища,True,Intermediate (середній),13/06/2017 00:00:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,2000,JavaScript
1827,1828,Software Engineer,1.5,1.5,1520,620,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,21,Вища,True,Upper-Intermediate (вище середнього),13/06/2017 00:00:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1520,Java
1828,1829,Senior Software Engineer,4,2,2375,200,Харків,більше 1000 осіб,Аутстафінгова,чоловіча,32,Дві вищих,False,Intermediate (середній),13/06/2017 00:02:02,"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",4.0,2.0,2375,C#/.NET
1829,1830,Senior Software Engineer,8,0.25,3500,500,Київ,до 200 осіб,Аутстафінгова,чоловіча,31,Кандидат,False,Pre-intermediate (нище середнього),13/06/2017 00:05:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",8.0,0.25,3500,C#/.NET
1830,1831,Senior Software Engineer,10 і більше років,1.5,1300,400,Київ,до 200 осіб,Інша,чоловіча,34,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:07:17,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,1300,1С
1831,1832,Software Engineer,4,2,2500,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,27,Вища,False,Advanced (просунутий),13/06/2017 00:07:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,2500,C#/.NET
1832,1833,Software Engineer,1.5,менше 3 місяців,1300,700,Київ,до 10 осіб,Аутсорсингова,чоловіча,27,Вища,False,Intermediate (середній),13/06/2017 00:08:15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,1300,Java
1834,1835,Senior Software Engineer,7,3,3850,250,Дніпро,більше 1000 осіб,Аутсорсингова,чоловіча,29,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:09:37,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A403 Safari/602.1",7.0,3.0,3850,JavaScript
1836,1837,Software Engineer,1,менше 3 місяців,1400,600,Київ,більше 1000 осіб,Аутстафінгова,чоловіча,20,Неповна Вища,True,Advanced (просунутий),13/06/2017 00:10:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,0.0,1400,JavaScript
1837,1838,Software Engineer,4,1.5,1800,300,Київ,до 50 осіб,Стартап,чоловіча,26,Вища,False,Intermediate (середній),13/06/2017 00:10:51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4.0,1.5,1800,PHP
1840,1841,Senior Software Engineer,10 і більше років,3,3700,0,Київ,до 200 осіб,Продуктова,чоловіча,33,Вища,False,Intermediate (середній),13/06/2017 00:13:40,"Mozilla/5.0 (Linux; Android 6.0.1; Lenovo P1a42 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",10.0,3.0,3700,C#/.NET
1842,1843,Software Engineer,2,1,500,0,Київ,до 10 осіб,Інша,чоловіча,24,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:15:01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,500,C
1843,1844,Software Engineer,5,1,2300,1300,Одеса,більше 1000 осіб,Аутсорсингова,чоловіча,23,Вища,False,Intermediate (середній),13/06/2017 00:15:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",5.0,1.0,2300,Java
1845,1846,Junior Software Engineer,1.5,1.5,850,450,Одеса,до 1000 осіб,Аутсорсингова,чоловіча,24,Дві вищих,True,Advanced (просунутий),13/06/2017 00:17:25,"Mozilla/5.0 (Linux; Android 5.0.2; HTC One dual sim Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,1.5,850,Java
1846,1847,Software Engineer,1,1,800,800,Київ,до 50 осіб,Аутсорсингова,чоловіча,19,Вища,True,Pre-intermediate (нище середнього),13/06/2017 00:17:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.0,1.0,800,JavaScript
1847,1848,Junior Software Engineer,2,0.25,1000,540,Київ,до 10 осіб,Аутсорсингова,чоловіча,20,Неповна Вища,True,Pre-intermediate (нище середнього),13/06/2017 00:18:18,"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 4 Build/LMY48T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,0.25,1000,PHP
1848,1849,Software Engineer,1.5,1,1000,400,Київ,до 10 осіб,Продуктова,чоловіча,26,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:19:54,"Mozilla/5.0 (Linux; Android 6.0.1; ASUS_Z00AD Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,1.0,1000,PHP
1849,1850,Software Engineer,1,1,1800,800,Запоріжжя,до 50 осіб,Аутсорсингова,чоловіча,31,Вища,False,Advanced (просунутий),13/06/2017 00:20:34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,1800,JavaScript
1850,1851,Software Engineer,5,3,2500,0,Київ,до 1000 осіб,Продуктова,чоловіча,26,Вища,False,Intermediate (середній),13/06/2017 00:22:34,"Mozilla/5.0 (Linux; Android 6.0; PRO 6 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,3.0,2500,PHP
1852,1853,Junior Software Engineer,0.5,менше 3 місяців,400,200,Тернопіль,до 50 осіб,Аутсорсингова,чоловіча,19,Вища,True,Intermediate (середній),13/06/2017 00:23:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",0.5,0.0,400,JavaScript
1855,1856,Software Engineer,5,1,2000,0,Київ,до 1000 осіб,Продуктова,чоловіча,27,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:28:51,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 5X Build/N2G47O) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,1.0,2000,JavaScript
1857,1858,Senior Software Engineer,2,менше 3 місяців,3500,2900,Віддалено,до 10 осіб,Продуктова,чоловіча,28,Дві вищих,False,Upper-Intermediate (вище середнього),13/06/2017 00:30:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,3500,JavaScript
1858,1859,Software Engineer,6,менше 3 місяців,3500,0,Київ,до 200 осіб,Продуктова,чоловіча,25,Вища,False,Intermediate (середній),13/06/2017 00:30:23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,0.0,3500,Java
1859,1860,Junior Software Engineer,8,0.5,1850,-400,Львів,до 1000 осіб,Аутсорсингова,чоловіча,31,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:30:41,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,8.0,0.5,1850,Scala
1862,1863,Junior Software Engineer,0.5,0.25,173,0,Київ,до 10 осіб,Аутстафінгова,чоловіча,23,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:32:13,"Mozilla/5.0 (Linux; Android 5.1; M3s Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.25,173,JavaScript
1863,1864,Software Engineer,6,0.25,2300,500,Дніпро,до 50 осіб,Стартап,чоловіча,38,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:32:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.34 Safari/534.24",6.0,0.25,2300,C#/.NET
1865,1866,Junior Software Engineer,1.5,1.5,600,200,Харків,до 1000 осіб,Аутсорсингова,чоловіча,26,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:33:55,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,1.5,600,Objective-C
1867,1868,Software Engineer,2,1.5,1600,1000,Київ,до 200 осіб,Продуктова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:35:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",2.0,1.5,1600,PHP
1868,1869,Software Engineer,2,0.5,1700,400,Київ,до 200 осіб,Аутстафінгова,чоловіча,23,Неповна Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:35:36,"Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,0.5,1700,PHP
1870,1871,Junior Software Engineer,1,0.5,700,700,Харків,до 50 осіб,Аутсорсингова,чоловіча,20,Вища,True,Upper-Intermediate (вище середнього),13/06/2017 00:37:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,700,Java
1871,1872,Junior Software Engineer,менше 3 місяців,менше 3 місяців,500,0,Інше,до 50 осіб,Аутсорсингова,чоловіча,32,Вища,False,Intermediate (середній),13/06/2017 00:38:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,500,Swift
1873,1874,Junior Software Engineer,1,0.5,550,150,Миколаїв,до 200 осіб,Аутсорсингова,чоловіча,22,Неповна Вища,False,Intermediate (середній),13/06/2017 00:39:25,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,550,Java
1874,1875,Senior Software Engineer,10 і більше років,1,2500,0,Київ,до 200 осіб,Продуктова,чоловіча,39,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:39:50,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,1.0,2500,PHP
1876,1877,Software Engineer,8,0.5,2500,500,Київ,до 50 осіб,Продуктова,чоловіча,35,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:45:19,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",8.0,0.5,2500,JavaScript
1877,1878,Junior Software Engineer,4,0.25,750,0,Віддалено,до 50 осіб,Аутсорсингова,чоловіча,29,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:47:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.25,750,PHP
1878,1879,Software Engineer,5,3,2300,0,Харків,до 50 осіб,Аутсорсингова,чоловіча,30,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:48:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,3.0,2300,Objective-C
1881,1882,Junior Software Engineer,1.5,1.5,700,200,Харків,до 50 осіб,Продуктова,чоловіча,21,Неповна Вища,True,Advanced (просунутий),13/06/2017 00:48:58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,700,Java
1882,1883,Junior Software Engineer,1,1,500,200,Львів,до 50 осіб,Аутсорсингова,чоловіча,24,Неповна Вища,False,Intermediate (середній),13/06/2017 00:49:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,500,JavaScript
1883,1884,Junior Software Engineer,1,менше 3 місяців,700,150,Київ,до 50 осіб,Продуктова,чоловіча,21,Вища,True,Upper-Intermediate (вище середнього),13/06/2017 00:49:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,700,Other
1885,1886,Software Engineer,3,0.5,1600,300,Дніпро,більше 1000 осіб,Аутсорсингова,чоловіча,28,Вища,False,Upper-Intermediate (вище середнього),13/06/2017 00:51:21,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1600,Java
1886,1887,Senior Software Engineer,4,0.5,3000,1300,Київ,до 200 осіб,Аутсорсингова,чоловіча,28,Вища,False,Advanced (просунутий),13/06/2017 00:51:30,Mozilla/5.0 (Android 7.1.1; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,4.0,0.5,3000,C++
1887,1888,Senior Software Engineer,10 і більше років,0.5,4200,0,Київ,більше 1000 осіб,Аутстафінгова,чоловіча,33,Вища,False,Advanced (просунутий),13/06/2017 00:53:29,"Mozilla/5.0 (Linux; Android 6.0; LG-H818 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",10.0,0.5,4200,Java
1888,1889,Software Engineer,10 і більше років,1.5,1600,0,Чернівці,до 50 осіб,Аутсорсингова,чоловіча,31,Вища,False,Pre-intermediate (нище середнього),13/06/2017 00:54:32,"Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; HUAWEI MT1-U06 Build/HuaweiMT1-U06) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 [FB_IAB/FB4A;FBAV/127.0.0.22.69;]",10.0,1.5,1600,PHP
1889,1890,Senior Software Engineer,5,0.25,3200,900,Київ,більше 1000 осіб,Аутстафінгова,чоловіча,26,Вища,False,Intermediate (середній),13/06/2017 00:55:04,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,5.0,0.25,3200,C++
1890,1891,Software Engineer,6,2,2400,200,Київ,до 200 осіб,Аутсорсингова,чоловіча,28,Вища,False,Intermediate (середній),13/06/2017 00:59:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,2.0,2400,C#/.NET
1891,1892,Software Engineer,1.5,1.5,1800,600,Віддалено,до 10 осіб,Продуктова,чоловіча,21,Неповна Вища,False,Upper-Intermediate (вище середнього),13/06/2017 01:01:09,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,1.5,1800,Java
